complexity,loss,equation,score,sympy_format,lambda_format
60,14.874108,(((((x28 - sqrt(x55)) - -1.3059027) + (sqrt(sqrt(x27)) * 2.9030125)) + (sqrt(x18) / 0.29110944)) - sqrt(x59)) + ((x65 - x64) - (0.9094527 * (x18 - ((sqrt(x22) + (((((sqrt(x28) + x64) + (-0.50462 - sqrt(x61))) * 5.57381) - sqrt(x57)) - (sqrt(x51) - sqrt(x20)))) - ((x61 / -0.99612683) - (x28 * -2.1193335)))))),0.003484410059387924,3.43513422306058*sqrt(x18) - 0.9094527*x18 + 0.9094527*sqrt(x20) + 0.9094527*sqrt(x22) + 2.9030125*x27**(1/4) + 5.069116553787*sqrt(x28) - 0.92743357377545*x28 - 0.9094527*sqrt(x51) - sqrt(x55) - 0.9094527*sqrt(x57) - sqrt(x59) - 5.069116553787*sqrt(x61) + 0.912988861067019*x61 + 4.069116553787*x64 + x65 - 1.252074895372,PySRFunction(X=>3.43513422306058*sqrt(x18) - 0.9094527*x18 + 0.9094527*sqrt(x20) + 0.9094527*sqrt(x22) + 2.9030125*x27**(1/4) + 5.069116553787*sqrt(x28) - 0.92743357377545*x28 - 0.9094527*sqrt(x51) - sqrt(x55) - 0.9094527*sqrt(x57) - sqrt(x59) - 5.069116553787*sqrt(x61) + 0.912988861067019*x61 + 4.069116553787*x64 + x65 - 1.252074895372)
62,14.816695,((sqrt(sqrt(x27)) * 2.9030125) + ((sqrt(x18) / 0.29110944) - sqrt(x59))) + (((((x28 - sqrt(x55)) - -1.3059027) - ((x18 - ((sqrt(x22) + ((((sqrt(x28) + ((x64 + -0.50462) - sqrt(x61))) * 5.57381) - sqrt(x57 + x64)) - (sqrt(x51) - sqrt(x20)))) - ((x61 / -0.99612683) - (x28 * -2.1193335)))) * 0.9094527)) + x65) - x64),0.0019336988480701386,3.43513422306058*sqrt(x18) - 0.9094527*x18 + 0.9094527*sqrt(x20) + 0.9094527*sqrt(x22) + 2.9030125*x27**(1/4) + 5.069116553787*sqrt(x28) - 0.92743357377545*x28 - 0.9094527*sqrt(x51) - sqrt(x55) - sqrt(x59) - 5.069116553787*sqrt(x61) + 0.912988861067019*x61 + 4.069116553787*x64 + x65 - 0.9094527*sqrt(x57 + x64) - 1.252074895372,PySRFunction(X=>3.43513422306058*sqrt(x18) - 0.9094527*x18 + 0.9094527*sqrt(x20) + 0.9094527*sqrt(x22) + 2.9030125*x27**(1/4) + 5.069116553787*sqrt(x28) - 0.92743357377545*x28 - 0.9094527*sqrt(x51) - sqrt(x55) - sqrt(x59) - 5.069116553787*sqrt(x61) + 0.912988861067019*x61 + 4.069116553787*x64 + x65 - 0.9094527*sqrt(x57 + x64) - 1.252074895372)
63,14.766698,((x28 - (sqrt(x55) - -1.1498649)) - (x18 - (((((((((sqrt(x28) + -0.12120949) + x64) - sqrt(x61)) * 4.519557) - (sqrt(x57) + x64)) - (sqrt(sqrt(x51)) - sqrt(x20))) - ((x61 / -1.123529) - (x28 * -1.6127613))) * 1.2254709) + sqrt(x22)))) + (((x65 - x64) + (sqrt(sqrt(x27)) * 3.2733607)) + ((sqrt(x18) / 0.2826146) - sqrt(x59))),0.0033800752740513144,3.53838761337879*sqrt(x18) - x18 + 1.2254709*sqrt(x20) + sqrt(x22) + 3.2733607*x27**(1/4) + 5.5385855843913*sqrt(x28) - 0.97639204179617*x28 - 1.2254709*x51**(1/4) - sqrt(x55) - 1.2254709*sqrt(x57) - sqrt(x59) - 5.5385855843913*sqrt(x61) + 1.09073366152543*x61 + 3.3131146843913*x64 + x65 - 1.82119403400542,PySRFunction(X=>3.53838761337879*sqrt(x18) - x18 + 1.2254709*sqrt(x20) + sqrt(x22) + 3.2733607*x27**(1/4) + 5.5385855843913*sqrt(x28) - 0.97639204179617*x28 - 1.2254709*x51**(1/4) - sqrt(x55) - 1.2254709*sqrt(x57) - sqrt(x59) - 5.5385855843913*sqrt(x61) + 1.09073366152543*x61 + 3.3131146843913*x64 + x65 - 1.82119403400542)
64,14.701227,((((sqrt(sqrt(x27)) * 3.4418862) + (sqrt(x18) / 0.27894372)) - sqrt(x59)) + (((x28 - (sqrt(x55) - -1.1229887)) - (x18 - (sqrt(x22) + ((((((sqrt(x28) + (x64 + -0.15556888)) - sqrt(x61)) * 5.798632) - (sqrt(x57) + x64)) - (sqrt(x51) - sqrt(x20))) - (((x61 * -0.94677997) - (x28 * -1.8305783)) * 1.2017871))))) + (x65 - x64))) - -0.575647,0.004443550587821379,3.58495254885107*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.4418862*x27**(1/4) + 5.798632*sqrt(x28) - 1.19996538647993*x28 - sqrt(x51) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 5.798632*sqrt(x61) + 1.13782795448439*x61 + 3.798632*x64 + x65 - 1.44942838577216,PySRFunction(X=>3.58495254885107*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.4418862*x27**(1/4) + 5.798632*sqrt(x28) - 1.19996538647993*x28 - sqrt(x51) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 5.798632*sqrt(x61) + 1.13782795448439*x61 + 3.798632*x64 + x65 - 1.44942838577216)
65,14.627036,(((((((x28 - sqrt(x55)) - -1.2862593) - (x18 - (sqrt(x22) + (((((sqrt(x28) + ((x64 + -0.50462) - sqrt(x61))) * 5.57381) - (x64 + sqrt(x57))) - (sqrt(sqrt(x51)) - sqrt(x20))) - ((x61 / -0.99612683) - (x28 * -2.1193335)))))) * 0.9094527) + (x65 - x64)) + (sqrt(x18) / 0.29110944)) + ((sqrt(sqrt(x27)) * 2.9030125) - sqrt(x59))) / 0.90725106,0.005059362585260658,3.78631050930993*sqrt(x18) - 1.00242671526887*x18 + 1.00242671526887*sqrt(x20) + 1.00242671526887*sqrt(x22) + 3.1997895929711*x27**(1/4) + 5.58733604983278*sqrt(x28) - 1.12204980369541*x28 - 1.00242671526887*x51**(1/4) - 1.00242671526887*sqrt(x55) - 1.00242671526887*sqrt(x57) - 1.10223073203133*sqrt(x59) - 5.58733604983278*sqrt(x61) + 1.00632438067035*x61 + 3.48267860253258*x64 + 1.10223073203133*x65 - 1.53010083238358,PySRFunction(X=>3.78631050930993*sqrt(x18) - 1.00242671526887*x18 + 1.00242671526887*sqrt(x20) + 1.00242671526887*sqrt(x22) + 3.1997895929711*x27**(1/4) + 5.58733604983278*sqrt(x28) - 1.12204980369541*x28 - 1.00242671526887*x51**(1/4) - 1.00242671526887*sqrt(x55) - 1.00242671526887*sqrt(x57) - 1.10223073203133*sqrt(x59) - 5.58733604983278*sqrt(x61) + 1.00632438067035*x61 + 3.48267860253258*x64 + 1.10223073203133*x65 - 1.53010083238358)
69,14.505799,(((sqrt(x27) * 4.2131977) + (sqrt(x25 * 3.7571375) - sqrt(x51))) + ((((x28 - x27) + (x28 - (sqrt(x55) - x65))) + (sqrt(x20) + (((sqrt(x18 / 0.081243955) - sqrt(x59)) + 2.8336) - sqrt(x57)))) - (x18 - (((sqrt(x22) + ((((sqrt(x28) + x64) - sqrt(x61)) * 3.7571375) - sqrt(x52))) - 2.764179) - ((x61 / -1.9029051) - (x28 * -2.4675624)))))) + -1.3027916,0.0020807741484745795,3.50836259074409*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 1.93833369160215*sqrt(x25) + 4.2131977*sqrt(x27) - x27 + 3.7571375*sqrt(x28) - 0.4675624*x28 - sqrt(x51) - sqrt(x52) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 3.7571375*sqrt(x61) + 0.525512281195736*x61 + 3.7571375*x64 + x65 - 1.2333706,PySRFunction(X=>3.50836259074409*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 1.93833369160215*sqrt(x25) + 4.2131977*sqrt(x27) - x27 + 3.7571375*sqrt(x28) - 0.4675624*x28 - sqrt(x51) - sqrt(x52) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 3.7571375*sqrt(x61) + 0.525512281195736*x61 + 3.7571375*x64 + x65 - 1.2333706)
70,14.3754425,(sqrt(x27) * 4.2131977) + (((sqrt(sqrt(x25)) * 3.7571375) - sqrt(x51)) + ((((x28 - x27) + x28) - sqrt(x55)) + (((((sqrt(x20) + sqrt(x18 / 0.081243955)) - (0.7739968 + sqrt(x59))) + (2.0596032 - sqrt(x57))) - (x18 - (sqrt(x22) + ((((3.7571375 * ((sqrt(x28) + x64) - sqrt(x61))) - sqrt(x52)) - 2.764179) - ((x61 / -1.9029051) - (x28 * -2.4675624)))))) + -1.3639858))),0.009027131691576156,3.50836259074409*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.7571375*x25**(1/4) + 4.2131977*sqrt(x27) - x27 + 3.7571375*sqrt(x28) - 0.4675624*x28 - sqrt(x51) - sqrt(x52) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 3.7571375*sqrt(x61) + 0.525512281195736*x61 + 3.7571375*x64 - 2.8425584,PySRFunction(X=>3.50836259074409*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.7571375*x25**(1/4) + 4.2131977*sqrt(x27) - x27 + 3.7571375*sqrt(x28) - 0.4675624*x28 - sqrt(x51) - sqrt(x52) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 3.7571375*sqrt(x61) + 0.525512281195736*x61 + 3.7571375*x64 - 2.8425584)
72,14.154115,((sqrt(x27) * 4.2131977) + ((sqrt(sqrt(x25)) * 3.7571375) - sqrt(x51))) + ((((x28 - x27) + x28) - (sqrt(x55) - x65)) + (((sqrt(x20) + ((sqrt(x18 / 0.081243955) - (sqrt(x59) + 0.7739968)) + (2.0596032 - sqrt(x57)))) - (x18 - ((((sqrt(x22) + ((sqrt(x28) + (x64 - sqrt(x61))) * 3.7571375)) - sqrt(x52)) - 2.764179) - ((x61 / -1.9029051) - (x28 * -2.4675624))))) + -1.3639858)),0.007757987143031642,3.50836259074409*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.7571375*x25**(1/4) + 4.2131977*sqrt(x27) - x27 + 3.7571375*sqrt(x28) - 0.4675624*x28 - sqrt(x51) - sqrt(x52) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 3.7571375*sqrt(x61) + 0.525512281195736*x61 + 3.7571375*x64 + x65 - 2.8425584,PySRFunction(X=>3.50836259074409*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.7571375*x25**(1/4) + 4.2131977*sqrt(x27) - x27 + 3.7571375*sqrt(x28) - 0.4675624*x28 - sqrt(x51) - sqrt(x52) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 3.7571375*sqrt(x61) + 0.525512281195736*x61 + 3.7571375*x64 + x65 - 2.8425584)
74,13.818166,((x28 - 0.42796424) - x27) + ((x28 - (sqrt(x55) - x65)) + ((((((sqrt(sqrt(x25)) * 3.7118065) - (x64 + sqrt(x51))) + ((sqrt(x18 / 0.06743777) - sqrt(x59)) + ((2.0052452 - sqrt(x57)) - (x18 - (sqrt(x22) + ((((((sqrt(x28) + x64) - sqrt(x61)) * 4.884071) - sqrt(x53)) - 2.726954) - ((x61 / -1.1546361) - (x28 * -2.9138772)))))))) + -1.4446161) + (sqrt(x27) * 4.000728)) + sqrt(x20))),0.012010645610931597,3.85077726960588*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.7118065*x25**(1/4) + 4.000728*sqrt(x27) - x27 + 4.884071*sqrt(x28) - 0.9138772*x28 - sqrt(x51) - sqrt(x53) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 4.884071*sqrt(x61) + 0.866073735266029*x61 + 3.884071*x64 + x65 - 2.59428914,PySRFunction(X=>3.85077726960588*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.7118065*x25**(1/4) + 4.000728*sqrt(x27) - x27 + 4.884071*sqrt(x28) - 0.9138772*x28 - sqrt(x51) - sqrt(x53) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 4.884071*sqrt(x61) + 0.866073735266029*x61 + 3.884071*x64 + x65 - 2.59428914)
78,13.770587,((x28 - 0.33007213) - x27) + ((x28 - (sqrt(x55) - x65)) + ((((sqrt(sqrt(x25)) * 3.7118065) - (x64 + sqrt(x51))) + ((((2.0052452 - sqrt(x57)) - (x18 - (((sqrt(x22) + ((((sqrt(x28) + x64) + (-0.066338204 - sqrt(x61))) * 4.884071) - sqrt(x53))) - 2.726954) - ((x61 / -1.1546361) - (x28 * -2.8865063))))) + (sqrt(x18 / 0.06791831) - sqrt(x59))) + (((sqrt(x27) * 4.000728) + -0.86282384) + sqrt(x20)))) + -0.56902426)),0.000862290643754398,3.83713045441099*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.7118065*x25**(1/4) + 4.000728*sqrt(x27) - x27 + 4.884071*sqrt(x28) - 0.8865063*x28 - sqrt(x51) - sqrt(x53) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 4.884071*sqrt(x61) + 0.866073735266029*x61 + 3.884071*x64 + x65 - 2.80762952834848,PySRFunction(X=>3.83713045441099*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.7118065*x25**(1/4) + 4.000728*sqrt(x27) - x27 + 4.884071*sqrt(x28) - 0.8865063*x28 - sqrt(x51) - sqrt(x53) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 4.884071*sqrt(x61) + 0.866073735266029*x61 + 3.884071*x64 + x65 - 2.80762952834848)
81,13.5102005,((((sqrt(x27) * 4.070361) + ((x28 + (sqrt(x18) + -0.8809053)) + ((((((sqrt(sqrt(x25)) * 3.229875) + sqrt(x18 / 0.13627866)) + x28) - sqrt(x55)) + (sqrt(x20) - sqrt(x64 + x51))) - x27))) - (sqrt(x59) + x64)) + (((x65 + (x28 - sqrt(x57))) - -1.4820393) - (x18 - (sqrt(x22) + ((((((sqrt(x28) + x64) - sqrt(x61)) * 5.0306845) - sqrt(x53)) - 2.7622633) - ((x61 * -0.9517391) - (x28 * -3.924135))))))) * 1.1011558,0.0063633160049281845,4.08402935147399*sqrt(x18) - 1.1011558*x18 + 1.1011558*sqrt(x20) + 1.1011558*sqrt(x22) + 3.556595589525*x25**(1/4) + 4.4821016232438*sqrt(x27) - 1.1011558*x27 + 5.5395674151451*sqrt(x28) - 1.017616615233*x28 - 1.1011558*sqrt(x53) - 1.1011558*sqrt(x55) - 1.1011558*sqrt(x57) - 1.1011558*sqrt(x59) - 5.5395674151451*sqrt(x61) + 1.04801303005178*x61 + 4.4384116151451*x64 + 1.1011558*x65 - 1.1011558*sqrt(x51 + x64) - 2.37974006324494,PySRFunction(X=>4.08402935147399*sqrt(x18) - 1.1011558*x18 + 1.1011558*sqrt(x20) + 1.1011558*sqrt(x22) + 3.556595589525*x25**(1/4) + 4.4821016232438*sqrt(x27) - 1.1011558*x27 + 5.5395674151451*sqrt(x28) - 1.017616615233*x28 - 1.1011558*sqrt(x53) - 1.1011558*sqrt(x55) - 1.1011558*sqrt(x57) - 1.1011558*sqrt(x59) - 5.5395674151451*sqrt(x61) + 1.04801303005178*x61 + 4.4384116151451*x64 + 1.1011558*x65 - 1.1011558*sqrt(x51 + x64) - 2.37974006324494)
83,13.437168,((x28 + (((((sqrt(x20) + ((((sqrt(sqrt(x25)) * 3.229875) + (((sqrt(x18 / 0.13627866) + x28) - sqrt(x55)) + sqrt(x18))) - sqrt(x64 + x51)) + (((x11 * 0.2122599) - x27) + -1.5530683))) - (x64 + sqrt(x59))) + x28) - sqrt(x57)) - -1.3017454)) - (x18 - (((sqrt(x22) + (((sqrt(x28) + (x64 - sqrt(x61))) * 5.0306845) - sqrt(x53))) - 2.7622633) - ((x61 * -0.9517391) - (x28 * -3.924135))))) + (x65 + (sqrt(x27) * 4.392888)),0.0027101970573456366,0.2122599*x11 + 3.70885695872826*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.229875*x25**(1/4) + 4.392888*sqrt(x27) - x27 + 5.0306845*sqrt(x28) - 0.924135*x28 - sqrt(x53) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 5.0306845*sqrt(x61) + 0.9517391*x61 + 4.0306845*x64 + x65 - sqrt(x51 + x64) - 3.0135862,PySRFunction(X=>0.2122599*x11 + 3.70885695872826*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.229875*x25**(1/4) + 4.392888*sqrt(x27) - x27 + 5.0306845*sqrt(x28) - 0.924135*x28 - sqrt(x53) - sqrt(x55) - sqrt(x57) - sqrt(x59) - 5.0306845*sqrt(x61) + 0.9517391*x61 + 4.0306845*x64 + x65 - sqrt(x51 + x64) - 3.0135862)
85,13.283483,(sqrt(x27) * 4.070361) + ((((((x28 + ((sqrt(x20) + sqrt(x18)) + ((sqrt(x18 / 0.13627866) + (sqrt(sqrt(x25)) * 3.229875)) + ((x28 - sqrt(x55)) - sqrt(x64 + x51))))) + -0.8060199) + (((x11 * 0.2122599) - x27) - (x64 + sqrt(x59)))) + (((x28 - sqrt(x57)) - -1.3017454) - (x18 - ((sqrt(x22) + ((((sqrt(x28) + (x64 - sqrt(x61))) * 5.0306845) - sqrt(x53)) - 2.7622633)) - ((x61 * -0.9517391) - (x28 * -3.924135)))))) + x65) * 1.0839205),0.005751607424539946,0.23007285693795*x11 + 4.02010608913322*sqrt(x18) - 1.0839205*x18 + 1.0839205*sqrt(x20) + 1.0839205*sqrt(x22) + 3.5009277249375*x25**(1/4) + 4.070361*sqrt(x27) - 1.0839205*x27 + 5.45286205858225*sqrt(x28) - 1.0016888712675*x28 - 1.0839205*sqrt(x53) - 1.0839205*sqrt(x55) - 1.0839205*sqrt(x57) - 1.0839205*sqrt(x59) - 5.45286205858225*sqrt(x61) + 1.03160952114155*x61 + 4.36894155858225*x64 + 1.0839205*x65 - 1.0839205*sqrt(x51 + x64) - 2.4567467854449,PySRFunction(X=>0.23007285693795*x11 + 4.02010608913322*sqrt(x18) - 1.0839205*x18 + 1.0839205*sqrt(x20) + 1.0839205*sqrt(x22) + 3.5009277249375*x25**(1/4) + 4.070361*sqrt(x27) - 1.0839205*x27 + 5.45286205858225*sqrt(x28) - 1.0016888712675*x28 - 1.0839205*sqrt(x53) - 1.0839205*sqrt(x55) - 1.0839205*sqrt(x57) - 1.0839205*sqrt(x59) - 5.45286205858225*sqrt(x61) + 1.03160952114155*x61 + 4.36894155858225*x64 + 1.0839205*x65 - 1.0839205*sqrt(x51 + x64) - 2.4567467854449)
87,13.268732,((sqrt(x27) * 4.070361) + ((((((x28 + ((((((sqrt(x20) + ((sqrt(x18) + (sqrt(sqrt(x25)) * 3.229875)) + (sqrt(x18 / 0.13627866) + x28))) - sqrt(x55)) - sqrt(x51 + x64)) + -1.4911519) + (x11 * 0.2122599)) - x27)) - (x64 + sqrt(x59))) + (x28 - sqrt(x57))) - -1.3017454) - (x18 - (sqrt(x22) + (((((sqrt(x28) + (x64 - sqrt(x61))) * 5.0306845) - sqrt(x53)) - 2.7622633) - ((x61 * -0.9517391) - (x28 * -3.924135)))))) + (x65 - -0.32252693))) * 1.0839205,0.0005555469296081882,0.23007285693795*x11 + 4.02010608913322*sqrt(x18) - 1.0839205*x18 + 1.0839205*sqrt(x20) + 1.0839205*sqrt(x22) + 3.5009277249375*x25**(1/4) + 4.4119477303005*sqrt(x27) - 1.0839205*x27 + 5.45286205858225*sqrt(x28) - 1.0016888712675*x28 - 1.0839205*sqrt(x53) - 1.0839205*sqrt(x55) - 1.0839205*sqrt(x57) - 1.0839205*sqrt(x59) - 5.45286205858225*sqrt(x61) + 1.03160952114155*x61 + 4.36894155858225*x64 + 1.0839205*x65 - 1.0839205*sqrt(x51 + x64) - 2.84978185422184,PySRFunction(X=>0.23007285693795*x11 + 4.02010608913322*sqrt(x18) - 1.0839205*x18 + 1.0839205*sqrt(x20) + 1.0839205*sqrt(x22) + 3.5009277249375*x25**(1/4) + 4.4119477303005*sqrt(x27) - 1.0839205*x27 + 5.45286205858225*sqrt(x28) - 1.0016888712675*x28 - 1.0839205*sqrt(x53) - 1.0839205*sqrt(x55) - 1.0839205*sqrt(x57) - 1.0839205*sqrt(x59) - 5.45286205858225*sqrt(x61) + 1.03160952114155*x61 + 4.36894155858225*x64 + 1.0839205*x65 - 1.0839205*sqrt(x51 + x64) - 2.84978185422184)
89,13.267619,(((sqrt(x27) * 4.070361) + ((((((x28 + ((((((sqrt(x20) + (((sqrt(x18) + (sqrt(sqrt(x25)) * 3.229875)) + sqrt(x18 / 0.13627866)) + x28)) - sqrt(x55)) - sqrt(x51 + x64)) + -1.4911519) + (x11 * 0.2122599)) - x27)) - (x64 + sqrt(x59))) + (x28 - sqrt(x57))) - -1.3017454) - (x18 - (sqrt(x22) + (((((sqrt(x28) + (x64 - sqrt(x61))) * 5.0306845) - sqrt(x53)) - 2.7622633) - ((x61 * -0.9517391) - (x28 * -3.924135)))))) + (x65 - -0.32252693))) * 1.0839205) - 0.019350894,4.194246604036618e-05,0.23007285693795*x11 + 4.02010608913322*sqrt(x18) - 1.0839205*x18 + 1.0839205*sqrt(x20) + 1.0839205*sqrt(x22) + 3.5009277249375*x25**(1/4) + 4.4119477303005*sqrt(x27) - 1.0839205*x27 + 5.45286205858225*sqrt(x28) - 1.0016888712675*x28 - 1.0839205*sqrt(x53) - 1.0839205*sqrt(x55) - 1.0839205*sqrt(x57) - 1.0839205*sqrt(x59) - 5.45286205858225*sqrt(x61) + 1.03160952114155*x61 + 4.36894155858225*x64 + 1.0839205*x65 - 1.0839205*sqrt(x51 + x64) - 2.86913274822184,PySRFunction(X=>0.23007285693795*x11 + 4.02010608913322*sqrt(x18) - 1.0839205*x18 + 1.0839205*sqrt(x20) + 1.0839205*sqrt(x22) + 3.5009277249375*x25**(1/4) + 4.4119477303005*sqrt(x27) - 1.0839205*x27 + 5.45286205858225*sqrt(x28) - 1.0016888712675*x28 - 1.0839205*sqrt(x53) - 1.0839205*sqrt(x55) - 1.0839205*sqrt(x57) - 1.0839205*sqrt(x59) - 5.45286205858225*sqrt(x61) + 1.03160952114155*x61 + 4.36894155858225*x64 + 1.0839205*x65 - 1.0839205*sqrt(x51 + x64) - 2.86913274822184)
101,13.2508745,1.0961523 * ((((x65 + ((((sqrt(x27) * 4.070361) + (((((sqrt(sqrt(x25)) * 3.229875) + ((sqrt(x18) + ((sqrt(x18 / 0.13627866) + (sqrt(x20) + ((x28 - sqrt(x55)) - (x15 * -0.19635487)))) - (((x34 - x17) * 0.04519282) - 0.49142438))) - sqrt(x64 + x51))) + (0.76713556 - x27)) - 0.24786896) + x28)) - -0.7886504) + -2.2798023)) + ((x28 - sqrt(x57 / 0.7935345)) - -1.3017454)) - (x18 - (sqrt(x22) + (((((sqrt(x28) + (x64 - sqrt(x61))) * 5.0306845) - sqrt(x53)) - 2.7622633) - ((x61 * -0.9517391) - (x28 * -3.924135)))))) - (sqrt(x59) + x64)),0.00010523789260091977,0.215234842366701*x15 + 0.049538213586486*x17 + 4.06547208568099*sqrt(x18) - 1.0961523*x18 + 1.0961523*sqrt(x20) + 1.0961523*sqrt(x22) + 3.5404349099625*x25**(1/4) + 4.4617355719803*sqrt(x27) - 1.0961523*x27 + 5.51439638524935*sqrt(x28) - 1.0129927057605*x28 - 0.049538213586486*x34 - 1.0961523*sqrt(x53) - 1.0961523*sqrt(x55) - 1.23051806230591*sqrt(x57) - 1.0961523*sqrt(x59) - 5.51439638524935*sqrt(x61) + 1.04325100346493*x61 + 4.41824408524935*x64 + 1.0961523*x65 - 1.0961523*sqrt(x51 + x64) - 2.12760839779429,PySRFunction(X=>0.215234842366701*x15 + 0.049538213586486*x17 + 4.06547208568099*sqrt(x18) - 1.0961523*x18 + 1.0961523*sqrt(x20) + 1.0961523*sqrt(x22) + 3.5404349099625*x25**(1/4) + 4.4617355719803*sqrt(x27) - 1.0961523*x27 + 5.51439638524935*sqrt(x28) - 1.0129927057605*x28 - 0.049538213586486*x34 - 1.0961523*sqrt(x53) - 1.0961523*sqrt(x55) - 1.23051806230591*sqrt(x57) - 1.0961523*sqrt(x59) - 5.51439638524935*sqrt(x61) + 1.04325100346493*x61 + 4.41824408524935*x64 + 1.0961523*x65 - 1.0961523*sqrt(x51 + x64) - 2.12760839779429)
102,13.188636,((((x28 - sqrt(x57 / 0.7139115)) - -1.3017454) - (x18 - ((sqrt(x22) + (((((sqrt(x28) + x64) - sqrt(x61)) * 5.0306845) - sqrt(x53)) - 2.7622633)) - ((x61 * -0.9517391) - (x28 * -3.924135))))) + ((x65 + (((sqrt(x27) * 4.070361) + -2.2798023) + ((x28 - -0.7886504) + (((sqrt(x18 / 0.13627866) + ((x28 - sqrt(x55)) - (x15 * -0.19635487))) + ((sqrt(x20) - ((((x34 - square(x17)) - x26) * 0.04519282) - 0.49142438)) + (((sqrt(sqrt(x25)) * 3.229875) + sqrt(x18)) - sqrt(x64 + x51)))) + (0.5192666 - x27))))) - (x64 + sqrt(x59)))) * 1.0961523,0.004708000547971524,0.215234842366701*x15 + 0.049538213586486*x17**2 + 4.06547208568099*sqrt(x18) - 1.0961523*x18 + 1.0961523*sqrt(x20) + 1.0961523*sqrt(x22) + 3.5404349099625*x25**(1/4) + 0.049538213586486*x26 + 4.4617355719803*sqrt(x27) - 1.0961523*x27 + 5.51439638524935*sqrt(x28) - 1.0129927057605*x28 - 0.049538213586486*x34 - 1.0961523*sqrt(x53) - 1.0961523*sqrt(x55) - 1.29732477099084*sqrt(x57) - 1.0961523*sqrt(x59) - 5.51439638524935*sqrt(x61) + 1.04325100346493*x61 + 4.41824408524935*x64 + 1.0961523*x65 - 1.0961523*sqrt(x51 + x64) - 2.12760839779429,PySRFunction(X=>0.215234842366701*x15 + 0.049538213586486*x17**2 + 4.06547208568099*sqrt(x18) - 1.0961523*x18 + 1.0961523*sqrt(x20) + 1.0961523*sqrt(x22) + 3.5404349099625*x25**(1/4) + 0.049538213586486*x26 + 4.4617355719803*sqrt(x27) - 1.0961523*x27 + 5.51439638524935*sqrt(x28) - 1.0129927057605*x28 - 0.049538213586486*x34 - 1.0961523*sqrt(x53) - 1.0961523*sqrt(x55) - 1.29732477099084*sqrt(x57) - 1.0961523*sqrt(x59) - 5.51439638524935*sqrt(x61) + 1.04325100346493*x61 + 4.41824408524935*x64 + 1.0961523*x65 - 1.0961523*sqrt(x51 + x64) - 2.12760839779429)
